id,AspectTerms,A_start,A_end,OpinionTerms,O_start,O_end,Categories,Polarities
1042,补水,8,10,没什么问题,13,18,功效,正面
1042,,,,便宜,23,25,价格,正面
1043,,,,喜欢,0,2,整体,正面
1044,,,,非常满意,0,4,整体,正面
1044,,,,物美价廉,5,9,价格,正面
1044,,,,非常好用,19,23,整体,正面
1045,包装,4,6,很喜欢,6,9,包装,正面
1046,精华液,2,5,很多,0,2,成分,正面
1046,面膜纸,6,9,薄透,10,12,使用体验,正面
1047,,,,还不错,13,16,整体,正面
1048,,,,比较温和,11,15,使用体验,正面
1049,,,,还不错,7,10,整体,正面
1049,价格,13,15,多多促销,15,19,价格,正面
1049,价格,13,15,多多优惠,20,24,价格,正面
1050,,,,最好用,5,8,整体,正面
1051,,,,挺好用的,0,4,整体,正面
1052,持妆,0,2,不错,8,10,功效,正面
1052,控油效果,3,7,不错,8,10,功效,正面
1052,遮暇,11,13,一般般,13,16,功效,中性
1053,,,,不错,23,25,整体,正面
1054,活动,3,5,,,,价格,正面
1054,,,,快,32,33,物流,正面
1055,物流,0,2,快,2,3,物流,正面
1056,,,,挺好的,4,7,整体,正面
1056,,,,不错,15,17,整体,正面
1057,,,,非常不错,5,9,整体,正面
1058,快递,0,2,很速度,2,5,物流,正面
1059,,,,一般般,0,3,整体,中性
1060,卸妆,25,27,挺好的,28,31,功效,正面
1060,泡沫,34,36,很多,36,38,使用体验,正面
1060,,,,很好,0,2,整体,正面
1060,,,,很喜欢,3,6,整体,正面
1061,,,,很好用,0,3,整体,正面
1061,,,,不错,15,17,整体,正面
1062,,,,好评,25,27,整体,正面
1062,,,,挺划算的,20,24,价格,正面
1063,,,,还不错,4,7,整体,正面
1064,,,,不油腻,8,11,使用体验,正面
1064,,,,很自然,12,15,功效,正面
1064,味道,16,18,很好闻,18,21,气味,正面
1064,物流,38,40,很快,40,42,物流,正面
1064,,,,满意,43,45,整体,正面
1065,味道,0,2,不是很喜欢,2,7,气味,负面
1065,味道,0,2,怪怪的,10,13,气味,负面
1066,物流配送,0,4,非常快,4,7,物流,正面
1066,香味,23,25,,,,气味,正面
1066,,,,很喜欢,28,31,整体,正面
1067,,,,划算,15,17,价格,正面
1067,赠品,19,21,,,,价格,正面
1068,,,,挺好,9,11,整体,正面
1068,,,,不错,11,13,整体,正面
1068,,,,挺快,30,32,物流,正面
1069,物流,5,7,很快,7,9,物流,正面
1070,物流,8,10,快,10,11,物流,正面
1070,,,,很划算,17,20,价格,正面
1071,,,,五星好评,17,21,整体,正面
1072,,,,是正品,11,14,真伪,正面
1072,,,,很好,8,10,整体,正面
1072,物流,24,26,很快,27,29,物流,正面
1073,,,,非常好,0,3,整体,正面
1074,包装,9,11,不错,11,13,包装,正面
1074,,,,很划算,0,3,价格,正面
1075,,,,很小,0,2,整体,负面
1075,,,,不大好,3,6,整体,负面
1076,,,,很不错,0,3,整体,正面
1076,快递,27,29,超快,30,32,物流,正面
1076,,,,不是特别显白,4,10,功效,正面
1076,,,,很自然,11,14,功效,正面
1077,,,,干巴巴,0,3,使用体验,负面
1077,,,,一点都不水润,4,10,使用体验,负面
1077,,,,很硬,13,15,使用体验,负面
1077,,,,也不好使,15,19,整体,负面
1078,,,,可以,2,4,整体,正面
1078,瓶盖,13,15,碎了,17,19,物流,负面
1079,态度,12,14,非常好,14,17,服务,正面
1080,,,,很好用,0,3,整体,正面
1080,,,,很舒服,10,13,整体,正面
1081,物流,18,20,超快,20,22,物流,正面
1081,服务,22,24,到家,24,26,物流,正面
1081,增品,31,33,没收到,40,43,价格,正面
1082,,,,五星好评,14,18,整体,正面
1083,物流,0,2,超级给力,2,6,物流,正面
1083,价格,12,14,合适,15,17,价格,正面
1083,,,,很好,9,11,整体,正面
1084,,,,好干燥,2,5,使用体验,负面
1085,,,,很好用,0,3,整体,正面
1085,,,,很舒服,10,13,使用体验,正面
1085,,,,很水润,13,16,使用体验,正面
1086,,,,不错,4,6,整体,正面
1086,,,,便宜好多,11,15,价格,正面
1086,,,,划算,16,18,价格,正面
1087,,,,好,0,1,整体,正面
1088,,,,还不错,0,3,整体,正面
1088,遮瑕,4,6,不错,10,12,功效,正面
1088,提亮效果,6,10,不错,10,12,功效,正面
1088,,,,有点干,16,19,使用体验,负面
1088,,,,起皮,28,30,使用体验,负面
1089,快递,0,2,很快,3,5,物流,正面
1090,,,,很不错,2,5,整体,正面
1091,,,,太一般了,2,6,整体,负面
1091,,,,干死了,18,21,使用体验,负面
1092,快递速度,0,4,很快,4,6,物流,正面
1092,包装,11,13,不错,16,18,包装,正面
1093,,,,好用,0,2,整体,正面
1093,,,,增白,9,11,功效,正面
1093,,,,遮瑕,11,13,功效,正面
1094,快递,2,4,,,,物流,负面
1095,,,,很干净,0,3,功效,正面
1096,,,,还不错,7,10,整体,正面
1096,,,,挺好用的,11,15,整体,正面
1097,,,,不贴,0,2,使用体验,负面
1097,,,,很容易掉粉,2,7,使用体验,负面
1097,,,,浮粉,8,10,使用体验,负面
1098,,,,挺好用,17,20,整体,正面
1099,,,,还可以,15,18,整体,正面
1100,,,,还不错,2,5,整体,正面
1100,速度,6,8,很快,8,10,物流,正面
1101,,,,好没用,0,3,整体,负面
1102,,,,可以啊,0,3,整体,正面
1102,,,,提好用,4,7,整体,正面
1103,持久情况,0,4,还好,11,13,功效,正面
1103,防晒效果,14,18,一般,18,20,功效,中性
1103,物流,21,23,多块,23,25,物流,正面
1104,盖子,9,11,松的,11,13,包装,正面
1104,,,,还行,17,19,整体,正面
1105,营养液,14,17,很充足,17,20,成分,正面
1106,精华,3,5,多,5,6,成分,正面
1106,,,,还行,0,2,整体,正面
1107,,,,不错,2,4,整体,正面
1108,味,8,9,不错,9,11,气味,正面
1109,,,,还可以,6,9,整体,正面
1110,物流,0,2,很快,2,4,物流,正面
1110,,,,比较好,15,18,整体,正面
1111,,,,非常好用,6,10,整体,正面
1112,,,,挺好用的,9,13,整体,正面
1113,水份,7,9,几乎没有,9,13,成分,负面
1113,,,,很干,15,17,使用体验,负面
1114,,,,太差了,0,3,整体,负面
1114,,,,粉浮着,5,8,使用体验,中性
1114,,,,特别少,12,15,其他,负面
1115,,,,还可以,0,3,整体,正面
1115,量,4,5,多,5,6,其他,正面
1116,,,,非常好用,2,6,整体,正面
1117,颜色,21,23,正好,23,25,功效,正面
1117,活动,27,29,,,,价格,正面
1117,,,,很喜欢,0,3,整体,正面
1117,,,,挺划算的,36,40,价格,正面
1118,,,,好好的,6,9,整体,正面
1119,味道,9,11,好闻,12,14,气味,正面
1119,,,,还可以,0,3,整体,正面
1119,,,,挺服帖,4,7,使用体验,正面
1120,性价比,35,38,真高,38,40,价格,正面
1120,,,,非常的实惠,14,19,价格,正面
1121,味道,6,8,很好闻,8,11,气味,正面
1121,送货,19,21,很快,21,23,物流,正面
1122,,,,没有过敏,15,19,使用体验,正面
1122,,,,挺薄,7,9,使用体验,正面
1122,,,,贴肤,10,12,使用体验,正面
1122,,,,不痒,22,24,使用体验,正面
1122,,,,还可以,27,30,整体,正面
1123,,,,还不错,15,18,整体,正面
1124,,,,挺不错的,0,4,整体,正面
1125,物流,10,12,快,13,14,物流,正面
1125,,,,不干,0,2,使用体验,正面
1125,,,,不紧绷,2,5,使用体验,正面
1125,,,,非常好,6,9,整体,正面
1126,,,,不错,30,32,整体,正面
1126,,,,很好推开,23,27,使用体验,正面
1126,,,,均匀肤色,12,16,功效,正面
1127,,,,有点失望,5,9,整体,负面
1127,日期,10,12,不是新的,12,16,新鲜度,负面
1128,包装,16,18,挺好的,18,21,包装,正面
1129,赠品,8,10,,,,价格,正面
1129,,,,很好用,17,20,整体,正面
1130,,,,很不错,29,32,整体,正面
1130,,,,特别水润,35,39,使用体验,正面
1131,味道,33,35,淡淡的,35,38,气味,中性
1131,,,,还行,21,23,整体,正面
1132,,,,太香了,3,6,气味,负面
1133,,,,很好,12,14,整体,正面
1133,粉质,15,17,细腻,17,19,使用体验,正面
1133,,,,比较好推开,20,25,使用体验,正面
1133,,,,好评,26,28,整体,正面
1134,,,,很好用,7,10,整体,正面
1135,快递,6,8,很快,8,10,物流,正面
1135,,,,油亮油亮,15,19,使用体验,负面
1135,,,,很白,3,5,功效,正面
1136,,,,不错哦,10,13,整体,正面
1136,,,,很自然,14,17,功效,正面
1136,,,,很好推开,18,22,使用体验,正面
1137,,,,不太喜欢,11,15,整体,负面
1137,,,,很划算,37,40,价格,正面
1138,,,,干的脱皮,21,25,使用体验,负面
1138,,,,还可以,0,3,整体,正面
1139,,,,很好,0,2,整体,正面
1139,泡沫,3,5,很细腻,5,8,使用体验,正面
1140,,,,挺好的,0,3,整体,正面
1140,遮瑕效果,4,8,好,8,9,功效,正面
1141,,,,还不错,6,9,整体,正面
1142,,,,非常好用,0,4,整体,正面
1142,,,,非常香,5,8,气味,正面
1143,,,,还挺好的,11,15,整体,正面
1144,,,,辣眼睛,14,17,使用体验,负面
1144,味道,18,20,刺鼻,21,23,气味,负面
1144,,,,太失望了,24,28,整体,负面
1145,,,,不错,2,4,整体,正面
1145,保湿效果,5,9,一般,9,11,功效,中性
1146,,,,是正品,0,3,真伪,正面
1146,,,,非常好用,9,13,整体,正面
1147,,,,比较显白,0,4,功效,正面
1147,香味,11,13,淡淡的,8,11,气味,正面
1147,发货速度,14,18,挺快,18,20,物流,正面
1148,保湿效果,22,26,好,26,27,功效,正面
1148,,,,很实惠,0,3,价格,正面
1148,,,,遮暇,28,30,功效,正面
1148,,,,容易油,33,36,使用体验,负面
1149,,,,服帖,19,21,使用体验,正面
1149,,,,显白,22,24,功效,正面
1150,,,,不错,6,8,整体,正面
1151,价位,0,2,经济,2,4,价格,正面
1151,价位,0,2,实惠,4,6,价格,正面
1151,,,,挺好的,13,16,整体,正面
1151,,,,挺补水,17,20,功效,正面
1152,上妆效果,0,4,满好的,5,8,功效,正面
1152,,,,不错,17,19,整体,正面
1152,,,,很自然,20,23,功效,正面
1153,价格,0,2,很合适,2,5,价格,正面
1153,,,,很清爽,9,12,使用体验,正面
1153,,,,不刺激,13,16,使用体验,正面
1154,,,,可以哦,0,3,整体,正面
1154,,,,水份多多,4,8,使用体验,正面
1155,,,,很喜欢,0,3,整体,正面
1155,卸妆,9,11,非常彻底,11,15,功效,正面
1155,,,,很干净,16,19,使用体验,正面
1155,,,,一点也不干,20,25,使用体验,正面
1156,卸妆效果,18,22,一般般,22,25,功效,负面
1157,,,,挺不错的,3,7,整体,正面
1158,价格,0,2,实惠,2,4,价格,正面
1158,,,,物超所值,17,21,整体,正面
1159,泡沫,10,12,多,13,14,使用体验,正面
1159,,,,洗干净,21,24,功效,正面
1159,,,,不腻,25,27,使用体验,正面
1159,,,,不干,28,30,使用体验,正面
1160,,,,挺好,0,2,整体,正面
1160,,,,经济,3,5,价格,正面
1160,,,,实惠,5,7,价格,正面
1160,效果,13,15,不错,15,17,功效,正面
1160,,,,不卡粉,18,21,使用体验,正面
1160,,,,持久,22,24,使用体验,正面
1160,,,,清新,24,26,使用体验,正面
1161,包装,0,2,好看,2,4,包装,正面
1161,,,,挺好用的,5,9,整体,正面
1162,,,,很不错,12,15,整体,正面
1162,,,,有点白,26,29,功效,正面
1163,,,,很喜欢,10,13,整体,正面
1163,,,,真心不错,26,30,整体,正面
1164,,,,可以,2,4,整体,正面
1164,服务,12,14,不敢恭维,17,21,服务,负面
1165,,,,是正品,9,12,真伪,正面
1166,补水效果,5,9,还行,9,11,功效,正面
1167,价格,10,12,低一点,12,15,价格,正面
1168,,,,好用,14,16,整体,正面
1168,,,,超级补水,17,21,功效,正面
1168,,,,保湿,21,23,功效,正面
1169,,,,很好,2,4,整体,正面
1169,物流,5,7,给了,7,9,物流,正面
1169,,,,不错,10,12,整体,正面
1170,,,,还是不错的,6,11,整体,正面
1171,物流速度,0,4,特别快,6,9,物流,正面
1171,卖家态度,10,14,不错,15,17,服务,正面
1171,,,,喜欢,37,39,整体,正面
1172,,,,还可以,8,11,整体,中性
1173,,,,好用,0,2,整体,正面
1174,,,,不错,0,2,整体,正面
1174,,,,挺好用,3,6,整体,正面
1175,,,,很好用,2,5,整体,正面
1175,,,,不油腻,26,29,使用体验,正面
1175,,,,很爽,23,25,使用体验,正面
1176,,,,正品,10,12,真伪,正面
1177,价格,2,4,实惠,4,6,价格,正面
1177,物流,22,24,超快,24,26,物流,正面
1177,,,,很好用,7,10,整体,正面
1177,,,,超级划算,15,19,价格,正面
1177,,,,非常满意,27,31,整体,正面
1178,盒子,7,9,没有,10,12,包装,负面
1179,保湿,6,8,不错,12,14,功效,正面
1179,补水效果,8,12,不错,12,14,功效,正面
1180,,,,还可以,0,3,整体,正面
1180,水份,4,6,挺足的,6,9,成分,正面
1181,,,,挺好用的,10,14,整体,正面
1181,,,,不卡粉,15,18,使用体验,正面
1181,,,,挺实惠的,26,30,价格,正面
1182,精华液,7,10,很多,10,12,成分,正面
1182,,,,很喜欢,13,16,整体,正面
1183,,,,不错,0,2,整体,正面
1183,遮暇,3,5,还可以,5,8,功效,正面
1184,香味,7,9,淡淡的,4,7,气味,正面
1184,,,,还可以,15,18,整体,正面
1185,,,,好评,0,2,整体,正面
1185,,,,干净,5,7,使用体验,正面
1185,,,,不紧绷,7,10,使用体验,正面
1185,,,,好闻,11,13,气味,正面
1186,,,,超好用,28,31,整体,正面
1186,,,,润润的,35,38,使用体验,正面
1187,,,,很好,5,7,整体,正面
1187,快递小哥,15,19,送货到家,21,25,物流,正面
1188,,,,好，棒,0,3,整体,正面
1188,,,,好，用,4,7,整体,正面
1189,赠品,17,19,,,,价格,正面
1189,,,,好划算,0,3,价格,正面
1190,,,,还行,8,10,整体,中性
1191,,,,很喜欢,23,26,整体,正面
1192,,,,不油腻,0,3,使用体验,正面
1192,,,,不错,6,8,整体,正面
1192,,,,好用,9,11,整体,正面
1193,,,,实惠,11,13,价格,正面
1193,,,,好用,14,16,整体,正面
1194,,,,不好用,4,7,整体,负面
1194,,,,太干了,0,3,使用体验,负面
1195,,,,比较满意,15,19,整体,正面
1195,,,,便宜,23,25,价格,正面
1196,,,,可以,0,2,整体,正面
1196,香味,2,4,可以,0,2,气味,正面
1197,,,,很好,0,2,整体,正面
1197,,,,不卡粉,3,6,使用体验,正面
1197,保湿,7,9,好,9,10,功效,正面
1198,,,,不错,5,7,整体,正面
1199,,,,很快,0,2,物流,正面
1199,,,,不错,4,6,整体,正面
1200,,,,闷痘,0,2,使用体验,负面
1200,,,,搓泥,3,5,使用体验,负面
1200,,,,过期,10,12,新鲜度,负面
1201,包装,3,5,也很好,5,8,包装,正面
1201,,,,很不错,0,3,整体,正面
1202,,,,非常不错,5,9,整体,正面
1202,味道,10,12,好闻,12,14,气味,正面
1203,活动,2,4,,,,价格,正面
1203,,,,温和,8,10,使用体验,正面
1203,,,,不太刺激,10,14,使用体验,正面
1204,,,,不错,11,13,整体,正面
1205,,,,一般,0,2,整体,中性
1205,,,,不是很滋润,7,12,使用体验,负面
1206,吸收,13,15,很不错,15,18,使用体验,正面
1207,,,,不错,0,2,整体,正面
1207,,,,容易推开,3,7,使用体验,正面
1208,遮瑕,5,7,特别好,7,10,功效,正面
1208,,,,挺好用的,0,4,整体,正面
1209,,,,很好用,0,3,整体,正面
1209,香味,9,11,淡淡的,6,9,气味,正面
1210,,,,水水润润的,8,13,使用体验,正面
1210,,,,真的很好,19,23,整体,正面
1210,补水,14,16,,,,功效,正面
1211,,,,很好用,0,3,整体,正面
1211,,,,不紧绷,6,9,使用体验,正面
1211,,,,超值的,18,21,价格,正面
1212,,,,很好用,0,3,整体,正面
1212,,,,好评,11,13,整体,正面
1213,价格,5,7,实惠,7,9,价格,正面
1213,,,,不错,2,4,整体,正面
1214,,,,很好,13,15,整体,正面
1215,,,,好用,0,2,整体,正面
1215,,,,有一点白,8,12,功效,中性
1215,味道,19,21,不好闻,21,24,气味,负面
1216,,,,还可以,4,7,整体,正面
1216,,,,水份很多,8,12,使用体验,正面
1217,粉底,11,13,有香味,13,16,气味,负面
1217,隔离,2,4,很好用,4,7,功效,正面
1217,,,,不太喜欢,17,21,气味,负面
1218,,,,很喜欢,5,8,整体,正面
1218,,,,经济又实惠,8,13,价格,正面
1218,,,,好评,13,15,整体,正面
1219,,,,很好用,12,15,整体,正面
1219,价格,16,18,亲民,18,20,价格,正面
1219,上妆效果,21,25,很好,25,27,功效,正面
1220,气味,11,13,相似,13,15,气味,正面
1220,,,,好舒服,19,22,使用体验,正面
1220,,,,滑滑的,22,25,使用体验,正面
1220,,,,不拉眼,26,29,使用体验,正面
1220,,,,真的好用,30,34,整体,正面
1221,,,,好用,16,18,整体,正面
1221,,,,喜欢,11,13,整体,正面
1222,精华液,0,3,很多,3,5,成分,正面
1222,吸收,8,10,很快,10,12,使用体验,正面
1223,包装,21,23,很喜欢,23,26,包装,正面
1224,快递服务,11,15,很好,16,18,物流,正面
1224,,,,很常满意,19,23,整体,正面
1225,,,,很棒,0,2,整体,正面
1225,,,,超级喜欢,4,8,整体,正面
1225,,,,真好,23,25,物流,正面
1225,,,,大爱,35,37,整体,正面
1226,,,,炒鸡棒棒,18,22,整体,正面
1227,清洁能力,14,18,挺好的,18,21,功效,正面
1227,,,,不紧绷,24,27,使用体验,正面
1228,,,,很满意,21,24,整体,正面
1228,,,,还不错,17,20,整体,正面
1229,,,,还行吧,0,3,整体,正面
1229,,,,还不错,4,7,整体,正面
1229,,,,还可以,11,14,整体,正面
1230,,,,假货,2,4,真伪,负面
1230,肤色,6,8,不正,9,11,功效,负面
1230,,,,不能用,12,15,整体,负面
1231,卸妆,13,15,很干净,15,18,功效,正面
1231,,,,很不错,19,22,整体,正面
1231,,,,很方便,26,29,其他,正面
1232,速度,4,6,很快,6,8,物流,正面
1232,,,,不错,0,2,整体,正面
1233,清洁作用,7,11,很一般,11,14,功效,中性
1234,,,,好推开,2,5,使用体验,正面
1234,,,,清薄,6,8,使用体验,正面
1234,,,,透气,9,11,使用体验,正面
1234,,,,很好用,12,15,整体,正面
1235,,,,不错,8,10,其他,正面
1235,,,,便宜,18,20,价格,正面
1235,,,,是正品,10,13,真伪,正面
1236,,,,不是很好用,2,7,整体,负面
1236,妆感,27,29,还可以,29,32,使用体验,正面
1237,,,,不油腻,4,7,使用体验,正面
1237,,,,挺干的,0,3,使用体验,负面
1238,,,,很喜欢,0,3,整体,正面
1238,,,,快,5,6,物流,正面
1239,泡沫,3,5,不多,5,7,使用体验,中性
1239,,,,比较干净,11,15,功效,正面
1239,,,,不紧绷,17,20,使用体验,正面
1239,,,,还可以,35,38,整体,正面
1239,发货,39,41,挺快,41,43,物流,正面
1239,,,,好评,45,47,整体,正面
1240,物流,9,11,很快,13,15,物流,正面
1240,,,,比较水润,19,23,使用体验,正面
1240,美白效果,30,34,,,,功效,中性
1241,,,,还可以,5,8,整体,正面
1242,,,,是正品,9,12,真伪,正面
1242,,,,很满意,25,28,整体,正面
1243,发货,7,9,飞快,9,11,物流,正面
1243,质量,12,14,不错,14,16,其他,正面
1243,,,,值得推荐,17,21,整体,正面
1244,遮瑕效果,2,6,一般,6,8,功效,中性
1245,,,,还好吧,0,3,整体,正面
1246,,,,非常不错,2,6,整体,正面
1247,,,,还行,2,4,整体,正面
1247,,,,不好用,17,20,整体,负面
1248,控油效果,0,4,很好,5,7,功效,正面
1248,清洁效果,8,12,很干净,13,16,功效,正面
1248,泡沫丰富度,17,22,刚刚合适,23,27,使用体验,正面
1248,保湿效果,28,32,一整天,35,38,功效,正面
1248,温和程度,39,43,很好,5,7,使用体验,正面
1249,速度,2,4,快,4,5,物流,正面
1249,,,,物美价廉,6,10,价格,正面
1249,服务,11,13,好,13,14,服务,正面
1250,,,,很划算,0,3,价格,正面
1251,客服态度,22,26,很好,27,29,服务,正面
1251,,,,是正品,18,21,整体,中性
1252,,,,很方便,5,8,使用体验,正面
1252,,,,不油腻,22,25,使用体验,正面
1253,,,,希望是正品,5,10,真伪,中性
1254,粉扑,0,2,好硬,2,4,使用体验,负面
1254,粉液,5,7,一般般,8,11,使用体验,负面
1254,价格,21,23,对的起,16,19,价格,正面
1255,服务,10,12,好,12,13,服务,正面
1255,品质,6,8,好,12,13,整体,正面
1255,开票,14,16,快,17,18,服务,正面
1256,,,,一般,2,4,整体,中性
1257,,,,好评,0,2,整体,正面
1258,活动,1,3,,,,整体,正面
1258,价格,5,7,很便宜,7,10,价格,正面
1258,,,,很实惠,11,14,价格,正面
1258,精华液,26,29,很多,29,31,成分,正面
1259,,,,正品,20,22,真伪,正面
1259,包装,14,16,,,,包装,正面
1260,清洁效果,5,9,特别好,10,13,功效,正面
1260,,,,超级好用,0,4,整体,正面
1261,保湿,0,2,很好,8,10,功效,正面
1261,锁水效果,2,6,很好,8,10,功效,正面
